brand,name,gender,year,top_notes,heart_notes,base_notes,family,rating,imageUrl
Guerlain,Solar Reserve 1787,UNISEX,1993,Saffron;Cardamom;Ginger,Iris;Cinnamon;Orange Blossom,Myrrh;Sandalwood;Leather,Amber Gourmand,4.7,
Maison Francis Kurkdjian,Amber Edition 1788,UNISEX,2016,Mint;Ginger;Lemon,Ylang Ylang;Rose;Violet,Vanilla;Leather;Sandalwood,Green Aromatic,4.7,
Diptyque,Mystic Eau de Parfum 1789,WOMEN,2020,Fig Leaf;Aldehydes;Apple,Coffee;Geranium;Dates,Vetiver;Cashmeran;Cedarwood,Floral Musk,3.9,
Byredo,Saffron Essence 1790,UNISEX,1988,Lemon;Fig Leaf;Neroli,Patchouli;Dates;Violet,Vanilla;Myrrh;Cedarwood,Aromatic Fougere,4.7,https://images.odora.it/perfumes/byredo-1790.jpg
Yves Saint Laurent,Opaline Veil 1791,UNISEX,1991,Ginger;Fig Leaf;Lavender,Rose;Tuberose;Fig,Tonka Bean;Praline;Vanilla,Aromatic Fougere,4.7,
Acqua di Parma,Velvet Sillage 1792,MEN,2024,Saffron;Fig Leaf;Grapefruit,Lavender;Jasmine;Nutmeg,Amber;Cedarwood;Sandalwood,Amber Gourmand,4.9,
Parfums de Marly,Silk Elixir 1793,UNISEX,2009,Saffron;Pink Pepper;Mint,Cedar;Orange Blossom;Cinnamon,Musk;Oud;Incense,Green Aromatic,4.7,
Initio,Oud Spirit 1794,WOMEN,1986,Mandarin;Lavender;Juniper Berries,Orange Blossom;Patchouli;Fig,Incense;Tonka Bean;Vanilla,Amber Gourmand,3.9,
Mancera,Opaline Nectar 1795,MEN,1996,Fig Leaf;Mint;Pink Pepper,Patchouli;Fig;Rose,Myrrh;Leather;Vanilla,Amber Gourmand,4.5,https://images.odora.it/perfumes/mancera-1795.jpg
Montale,Amber Code 1796,UNISEX,2000,Fig Leaf;Juniper Berries;Aldehydes,Lavender;Jasmine;Rose,Benzoin;Myrrh;Incense,Fresh Citrus,3.6,
Nishane,Absolu Legend 1797,MEN,2008,Bergamot;Pear;Pink Pepper,Orange Blossom;Dates;Cinnamon,Praline;Labdanum;Tonka Bean,Aromatic Fougere,3.8,
Memo Paris,Zenith Sillage 1798,WOMEN,1992,Saffron;Neroli;Ginger,Coffee;Cinnamon;Violet,Praline;Cedarwood;Incense,Floral Musk,4.8,
Frederic Malle,Eclat Fusion 1799,UNISEX,1993,Lemon;Aldehydes;Neroli,Jasmine;Rose;Geranium,Oud;Praline;Musk,Floral Woody Musk,3.7,
Le Labo,Intense Reserve 1800,WOMEN,2021,Lemon;Mandarin;Grapefruit,Dates;Nutmeg;Tuberose,Oud;Benzoin;Oakmoss,Woody Amber,4.2,https://images.odora.it/perfumes/le-labo-1800.jpg
Dior,Luminous Veil 1801,WOMEN,1993,Lavender;Mandarin;Apple,Geranium;Nutmeg;Ylang Ylang,Tonka Bean;Incense;Leather,Citrus Aromatic,4.6,
Chanel,Absolu Essence 1802,UNISEX,1980,Saffron;Apple;Ginger,Geranium;Lavender;Iris,Myrrh;Incense;Labdanum,Amber Gourmand,3.8,
Xerjoff,Opaline Eau de Parfum 1803,UNISEX,1992,Aldehydes;Bergamot;Mandarin,Patchouli;Lavender;Iris,Musk;Tonka Bean;Leather,Oriental Vanilla,4.4,
Lattafa,Mystic Spirit 1804,UNISEX,1998,Ginger;Neroli;Lemon,Iris;Cinnamon;Geranium,Musk;Praline;Tonka Bean,Amber Gourmand,4.9,
Amouage,Oud Edition 1805,UNISEX,2016,Lavender;Mandarin;Fig Leaf,Patchouli;Fig;Tuberose,Musk;Vetiver;Amber,Floral Musk,4.4,https://images.odora.it/perfumes/amouage-1805.jpg
Tom Ford,Midnight Sillage 1806,MEN,1982,Mint;Grapefruit;Lavender,Nutmeg;Orange Blossom;Jasmine,Myrrh;Labdanum;Leather,Green Aromatic,4.4,
Guerlain,Luminous Nectar 1807,WOMEN,2004,Neroli;Cardamom;Grapefruit,Fig;Tuberose;Cedar,Vanilla;Oakmoss;Musk,Amber Gourmand,3.8,
Maison Francis Kurkdjian,Zenith Spirit 1808,UNISEX,1998,Ginger;Cardamom;Grapefruit,Fig;Orange Blossom;Cedar,Vetiver;Oud;Tonka Bean,Floral Woody Musk,4.3,
Diptyque,Noble Reserve 1809,UNISEX,2015,Aldehydes;Mandarin;Cardamom,Ylang Ylang;Jasmine;Tuberose,Vetiver;Sandalwood;Oud,Green Aromatic,3.9,
Byredo,Midnight Parfum 1810,WOMEN,1981,Lavender;Neroli;Ginger,Tuberose;Rose;Ylang Ylang,Cedarwood;Incense;Amber,Woody Amber,4.3,https://images.odora.it/perfumes/byredo-1810.jpg
Yves Saint Laurent,Aura Sillage 1811,WOMEN,2009,Saffron;Mandarin;Aldehydes,Nutmeg;Patchouli;Tuberose,Amber;Vanilla;Musk,Green Aromatic,4.5,
Acqua di Parma,Opaline Elixir 1812,UNISEX,1995,Pink Pepper;Aldehydes;Juniper Berries,Orange Blossom;Nutmeg;Tuberose,Cedarwood;Vanilla;Praline,Floral Woody Musk,3.9,
Parfums de Marly,Noir Signature 1813,UNISEX,1997,Cardamom;Apple;Lavender,Lavender;Patchouli;Cinnamon,Leather;Vanilla;Musk,Woody Spicy,4.0,
Initio,Eclat Sillage 1814,UNISEX,1991,Lemon;Saffron;Pink Pepper,Orange Blossom;Rose;Cedar,Cashmeran;Labdanum;Incense,Amber Gourmand,4.9,
Mancera,Zenith Reserve 1815,MEN,1996,Mandarin;Bergamot;Lavender,Dates;Orange Blossom;Lavender,Praline;Oakmoss;Vanilla,Amber Gourmand,4.5,https://images.odora.it/perfumes/mancera-1815.jpg
Montale,Amber Bloom 1816,UNISEX,1997,Ginger;Cardamom;Apple,Cedar;Cinnamon;Geranium,Cashmeran;Amber;Sandalwood,Woody Spicy,4.0,
Nishane,Saffron Sillage 1817,MEN,2014,Saffron;Pink Pepper;Mint,Jasmine;Patchouli;Fig,Vetiver;Myrrh;Musk,Floral Woody Musk,4.2,
Memo Paris,Luminous Eau de Parfum 1818,MEN,2002,Apple;Bergamot;Pink Pepper,Rose;Cinnamon;Fig,Praline;Vetiver;Oud,Citrus Aromatic,4.4,
Frederic Malle,Oud Parfum 1819,WOMEN,2022,Cardamom;Aldehydes;Grapefruit,Violet;Nutmeg;Cinnamon,Praline;Oud;Tonka Bean,Floral Musk,4.8,
Le Labo,Noble Sillage 1820,WOMEN,1996,Grapefruit;Bergamot;Mandarin,Iris;Cedar;Nutmeg,Leather;Incense;Praline,Oriental Vanilla,3.7,https://images.odora.it/perfumes/le-labo-1820.jpg
Dior,Royal Code 1821,WOMEN,2011,Bergamot;Cardamom;Neroli,Rose;Geranium;Coffee,Benzoin;Oakmoss;Cedarwood,Woody Spicy,4.6,
Chanel,Amber Parfum 1822,WOMEN,2016,Lemon;Mint;Apple,Jasmine;Patchouli;Cedar,Cashmeran;Benzoin;Leather,Aromatic Fougere,4.4,
Xerjoff,Saffron Reserve 1823,WOMEN,1997,Cardamom;Neroli;Apple,Geranium;Dates;Violet,Amber;Musk;Cedarwood,Floral Woody Musk,4.8,
Lattafa,Zenith Signature 1824,WOMEN,2020,Bergamot;Mint;Lavender,Ylang Ylang;Lavender;Dates,Benzoin;Tonka Bean;Cedarwood,Woody Amber,3.6,
Amouage,Absolu Legend 1825,MEN,1986,Pink Pepper;Mandarin;Fig Leaf,Dates;Fig;Jasmine,Vetiver;Cedarwood;Incense,Green Aromatic,4.3,https://images.odora.it/perfumes/amouage-1825.jpg
Tom Ford,Mystic Fusion 1826,WOMEN,2018,Saffron;Juniper Berries;Mandarin,Violet;Iris;Tuberose,Musk;Labdanum;Cedarwood,Oriental Vanilla,4.5,
Guerlain,Oud Sillage 1827,WOMEN,2011,Bergamot;Lavender;Mandarin,Violet;Orange Blossom;Coffee,Myrrh;Amber;Tonka Bean,Citrus Aromatic,4.6,
Maison Francis Kurkdjian,Aura Pulse 1828,UNISEX,1996,Cardamom;Pear;Saffron,Nutmeg;Ylang Ylang;Cinnamon,Oud;Labdanum;Sandalwood,Oriental Vanilla,4.3,
Diptyque,Velvet Eau de Parfum 1829,UNISEX,2024,Bergamot;Lavender;Mint,Cedar;Iris;Rose,Myrrh;Oakmoss;Vanilla,Fresh Citrus,4.7,
Byredo,Amber Pulse 1830,WOMEN,2015,Fig Leaf;Ginger;Pear,Jasmine;Violet;Ylang Ylang,Leather;Oakmoss;Tonka Bean,Aromatic Fougere,4.1,https://images.odora.it/perfumes/byredo-1830.jpg
Yves Saint Laurent,Noble Edition 1831,MEN,1995,Pink Pepper;Mint;Lemon,Dates;Cedar;Tuberose,Cashmeran;Amber;Leather,Citrus Aromatic,3.9,
Acqua di Parma,Saffron Whisper 1832,WOMEN,1984,Mint;Grapefruit;Cardamom,Dates;Cinnamon;Geranium,Cashmeran;Cedarwood;Leather,Amber Gourmand,4.7,
Parfums de Marly,Opaline Signature 1833,UNISEX,2024,Pink Pepper;Saffron;Mandarin,Jasmine;Coffee;Lavender,Vanilla;Amber;Myrrh,Citrus Aromatic,4.7,
Initio,Saffron Pulse 1834,MEN,1989,Mint;Bergamot;Juniper Berries,Cinnamon;Violet;Fig,Incense;Amber;Myrrh,Green Aromatic,4.5,
Mancera,Eclat Reserve 1835,MEN,1999,Saffron;Lemon;Bergamot,Orange Blossom;Cinnamon;Coffee,Vetiver;Incense;Tonka Bean,Woody Spicy,3.7,https://images.odora.it/perfumes/mancera-1835.jpg
Montale,Noble Signature 1836,UNISEX,1984,Lemon;Apple;Pear,Violet;Tuberose;Fig,Leather;Cedarwood;Vanilla,Woody Amber,4.8,
Nishane,Zenith Veil 1837,WOMEN,1985,Apple;Neroli;Bergamot,Geranium;Nutmeg;Cinnamon,Musk;Incense;Benzoin,Oriental Vanilla,4.4,
Memo Paris,Noir Nectar 1838,UNISEX,2008,Lavender;Grapefruit;Aldehydes,Tuberose;Jasmine;Fig,Oud;Benzoin;Myrrh,Amber Gourmand,3.6,
Frederic Malle,Amber Trail 1839,MEN,1997,Juniper Berries;Aldehydes;Lemon,Cinnamon;Fig;Rose,Musk;Myrrh;Cedarwood,Woody Spicy,4.6,
Le Labo,Noble Spirit 1840,MEN,1980,Bergamot;Apple;Pear,Violet;Iris;Tuberose,Incense;Vanilla;Labdanum,Citrus Aromatic,4.4,https://images.odora.it/perfumes/le-labo-1840.jpg
Dior,Oud Edition 1841,MEN,1998,Lavender;Grapefruit;Lemon,Violet;Jasmine;Lavender,Oakmoss;Cashmeran;Vetiver,Amber Gourmand,4.1,
Chanel,Absolu Reserve 1842,UNISEX,2024,Cardamom;Saffron;Juniper Berries,Nutmeg;Rose;Patchouli,Tonka Bean;Oakmoss;Vanilla,Fresh Citrus,4.8,
Xerjoff,Intense Bloom 1843,WOMEN,2023,Bergamot;Apple;Mint,Dates;Orange Blossom;Cinnamon,Benzoin;Oakmoss;Incense,Oriental Vanilla,4.0,
Lattafa,Amber Sillage 1844,WOMEN,1988,Mint;Pear;Mandarin,Geranium;Jasmine;Cinnamon,Musk;Incense;Praline,Oriental Vanilla,4.6,
Amouage,Amber Fusion 1845,UNISEX,1990,Mandarin;Cardamom;Lavender,Ylang Ylang;Coffee;Lavender,Myrrh;Incense;Praline,Fresh Citrus,4.0,https://images.odora.it/perfumes/amouage-1845.jpg
Tom Ford,Saffron Whisper 1846,UNISEX,2018,Pink Pepper;Ginger;Lavender,Tuberose;Cedar;Violet,Sandalwood;Oakmoss;Leather,Green Aromatic,4.5,
Guerlain,Royal Veil 1847,WOMEN,1980,Mint;Apple;Grapefruit,Cedar;Ylang Ylang;Lavender,Vanilla;Cashmeran;Cedarwood,Fresh Citrus,3.9,
Maison Francis Kurkdjian,Amber Nectar 1848,UNISEX,1988,Saffron;Pear;Grapefruit,Violet;Nutmeg;Cinnamon,Praline;Benzoin;Tonka Bean,Green Aromatic,4.1,
Diptyque,Royal Nectar 1849,WOMEN,2005,Lavender;Apple;Lemon,Orange Blossom;Jasmine;Cinnamon,Oakmoss;Praline;Vanilla,Woody Amber,4.1,
Byredo,Royal Code 1850,WOMEN,2019,Grapefruit;Apple;Fig Leaf,Jasmine;Cedar;Rose,Praline;Sandalwood;Labdanum,Woody Amber,3.6,https://images.odora.it/perfumes/byredo-1850.jpg
Yves Saint Laurent,Noir Reserve 1851,UNISEX,1997,Mint;Saffron;Ginger,Tuberose;Dates;Geranium,Amber;Cashmeran;Sandalwood,Woody Amber,4.4,
Acqua di Parma,Midnight Signature 1852,MEN,2019,Cardamom;Mandarin;Pear,Lavender;Cedar;Dates,Leather;Labdanum;Tonka Bean,Floral Musk,4.4,
Parfums de Marly,Royal Elixir 1853,UNISEX,2005,Mint;Neroli;Aldehydes,Lavender;Jasmine;Coffee,Amber;Vanilla;Sandalwood,Floral Musk,3.9,
Initio,Absolu Reserve 1854,UNISEX,2017,Pear;Saffron;Neroli,Jasmine;Ylang Ylang;Orange Blossom,Vetiver;Incense;Musk,Floral Musk,4.6,
Mancera,Aura Reserve 1855,WOMEN,2006,Lavender;Aldehydes;Fig Leaf,Jasmine;Tuberose;Cinnamon,Labdanum;Vanilla;Tonka Bean,Green Aromatic,4.9,https://images.odora.it/perfumes/mancera-1855.jpg
Montale,Noir Sillage 1856,WOMEN,1984,Fig Leaf;Ginger;Pear,Rose;Ylang Ylang;Coffee,Cashmeran;Vanilla;Vetiver,Aromatic Fougere,3.8,
Nishane,Noble Fusion 1857,MEN,2013,Lemon;Ginger;Aldehydes,Iris;Nutmeg;Rose,Oud;Leather;Oakmoss,Fresh Citrus,3.9,
Memo Paris,Aura Essence 1858,WOMEN,1987,Ginger;Mandarin;Lavender,Lavender;Geranium;Patchouli,Musk;Benzoin;Tonka Bean,Woody Spicy,4.4,
Frederic Malle,Absolu Nectar 1859,UNISEX,2006,Grapefruit;Juniper Berries;Neroli,Cinnamon;Coffee;Rose,Musk;Oakmoss;Cashmeran,Amber Gourmand,4.1,
Le Labo,Oud Pulse 1860,WOMEN,2004,Lavender;Cardamom;Neroli,Nutmeg;Fig;Coffee,Amber;Praline;Tonka Bean,Fresh Citrus,4.6,https://images.odora.it/perfumes/le-labo-1860.jpg
Dior,Aura Code 1861,MEN,1992,Cardamom;Grapefruit;Mint,Iris;Jasmine;Cedar,Oud;Vanilla;Praline,Fresh Citrus,3.7,
Chanel,Aura Reserve 1862,WOMEN,1981,Cardamom;Apple;Grapefruit,Fig;Jasmine;Lavender,Musk;Cedarwood;Praline,Woody Amber,4.7,
Xerjoff,Saffron Eau de Parfum 1863,UNISEX,1995,Juniper Berries;Grapefruit;Cardamom,Coffee;Patchouli;Dates,Tonka Bean;Vetiver;Myrrh,Oriental Vanilla,4.0,
Lattafa,Midnight Sillage 1864,WOMEN,1993,Fig Leaf;Pear;Bergamot,Fig;Violet;Tuberose,Vanilla;Cedarwood;Sandalwood,Aromatic Fougere,4.3,
Amouage,Velvet Sillage 1865,WOMEN,2002,Mint;Ginger;Bergamot,Geranium;Dates;Jasmine,Sandalwood;Cashmeran;Musk,Aromatic Fougere,4.6,https://images.odora.it/perfumes/amouage-1865.jpg
Tom Ford,Zenith Parfum 1866,WOMEN,1993,Ginger;Lemon;Apple,Lavender;Cedar;Geranium,Vanilla;Labdanum;Oud,Floral Woody Musk,3.6,
Guerlain,Oud Veil 1867,MEN,1994,Cardamom;Mint;Juniper Berries,Orange Blossom;Lavender;Cinnamon,Vanilla;Amber;Oakmoss,Fresh Citrus,4.1,
Maison Francis Kurkdjian,Luminous Signature 1868,WOMEN,1984,Mandarin;Mint;Saffron,Jasmine;Dates;Tuberose,Leather;Vetiver;Benzoin,Fresh Citrus,4.3,
Diptyque,Intense Essence 1869,UNISEX,1997,Ginger;Mint;Bergamot,Patchouli;Orange Blossom;Geranium,Oakmoss;Tonka Bean;Musk,Woody Amber,3.9,
Byredo,Solar Signature 1870,MEN,2007,Apple;Pear;Aldehydes,Fig;Dates;Cinnamon,Amber;Oud;Leather,Fresh Citrus,3.8,https://images.odora.it/perfumes/byredo-1870.jpg
Yves Saint Laurent,Luminous Fusion 1871,WOMEN,2023,Pear;Grapefruit;Saffron,Dates;Ylang Ylang;Rose,Benzoin;Vanilla;Vetiver,Woody Spicy,4.1,
Acqua di Parma,Oud Bloom 1872,UNISEX,2003,Lemon;Fig Leaf;Cardamom,Patchouli;Fig;Nutmeg,Leather;Tonka Bean;Cedarwood,Citrus Aromatic,3.9,
Parfums de Marly,Mystic Eau de Parfum 1873,WOMEN,2017,Fig Leaf;Aldehydes;Neroli,Lavender;Cinnamon;Tuberose,Leather;Benzoin;Musk,Woody Spicy,3.9,
Initio,Zenith Fusion 1874,WOMEN,2022,Lavender;Grapefruit;Pink Pepper,Cedar;Jasmine;Iris,Sandalwood;Tonka Bean;Benzoin,Citrus Aromatic,3.7,
Mancera,Amber Bloom 1875,UNISEX,2017,Lavender;Grapefruit;Fig Leaf,Geranium;Cinnamon;Patchouli,Cashmeran;Musk;Tonka Bean,Citrus Aromatic,4.2,https://images.odora.it/perfumes/mancera-1875.jpg
Montale,Oud Essence 1876,UNISEX,1991,Apple;Mandarin;Saffron,Lavender;Cinnamon;Patchouli,Leather;Cashmeran;Vetiver,Aromatic Fougere,4.4,
Nishane,Royal Pulse 1877,WOMEN,2011,Mandarin;Cardamom;Ginger,Rose;Cedar;Patchouli,Amber;Labdanum;Tonka Bean,Floral Woody Musk,4.8,
Memo Paris,Luminous Bloom 1878,MEN,1985,Neroli;Grapefruit;Aldehydes,Cedar;Coffee;Violet,Cedarwood;Oud;Labdanum,Woody Amber,4.3,
Frederic Malle,Opaline Essence 1879,WOMEN,2019,Juniper Berries;Apple;Mandarin,Geranium;Tuberose;Nutmeg,Benzoin;Vanilla;Leather,Woody Amber,4.6,
Le Labo,Amber Trail 1880,UNISEX,2005,Saffron;Pear;Neroli,Iris;Nutmeg;Fig,Vetiver;Vanilla;Leather,Floral Musk,4.4,https://images.odora.it/perfumes/le-labo-1880.jpg
Dior,Noir Eau de Parfum 1881,MEN,1995,Juniper Berries;Apple;Fig Leaf,Geranium;Fig;Rose,Vanilla;Amber;Cedarwood,Woody Spicy,4.2,
Chanel,Midnight Reserve 1882,MEN,1982,Grapefruit;Lemon;Ginger,Geranium;Dates;Violet,Praline;Myrrh;Cashmeran,Fresh Citrus,4.5,
Xerjoff,Oud Elixir 1883,UNISEX,1985,Cardamom;Lavender;Lemon,Cinnamon;Dates;Rose,Musk;Oud;Sandalwood,Green Aromatic,4.7,
Lattafa,Oud Veil 1884,MEN,1999,Grapefruit;Lavender;Mint,Cinnamon;Cedar;Geranium,Oud;Oakmoss;Myrrh,Aromatic Fougere,3.9,
Amouage,Amber Nectar 1885,MEN,2016,Grapefruit;Ginger;Bergamot,Dates;Orange Blossom;Geranium,Myrrh;Oud;Labdanum,Floral Woody Musk,4.1,https://images.odora.it/perfumes/amouage-1885.jpg
Tom Ford,Zenith Bloom 1886,UNISEX,2013,Bergamot;Pink Pepper;Juniper Berries,Iris;Fig;Coffee,Benzoin;Musk;Oakmoss,Fresh Citrus,4.6,
Guerlain,Intense Signature 1887,MEN,2016,Neroli;Pear;Aldehydes,Tuberose;Cedar;Patchouli,Sandalwood;Oakmoss;Vetiver,Aromatic Fougere,3.7,
Maison Francis Kurkdjian,Luminous Parfum 1888,WOMEN,2018,Lemon;Mandarin;Saffron,Violet;Fig;Dates,Praline;Leather;Amber,Woody Spicy,4.3,
Diptyque,Intense Essence 1889,UNISEX,2013,Neroli;Mandarin;Mint,Jasmine;Iris;Lavender,Oud;Cedarwood;Sandalwood,Aromatic Fougere,3.9,
Byredo,Eclat Pulse 1890,MEN,2004,Pink Pepper;Saffron;Pear,Patchouli;Lavender;Jasmine,Myrrh;Vanilla;Oakmoss,Citrus Aromatic,3.8,https://images.odora.it/perfumes/byredo-1890.jpg
Yves Saint Laurent,Absolu Edition 1891,MEN,2006,Pear;Mint;Fig Leaf,Cedar;Cinnamon;Orange Blossom,Cedarwood;Labdanum;Oud,Woody Amber,4.7,
Acqua di Parma,Solar Legend 1892,MEN,2006,Aldehydes;Lavender;Bergamot,Coffee;Fig;Jasmine,Vetiver;Vanilla;Musk,Green Aromatic,3.5,
Parfums de Marly,Noir Elixir 1893,UNISEX,1992,Aldehydes;Neroli;Juniper Berries,Coffee;Iris;Tuberose,Tonka Bean;Myrrh;Vanilla,Oriental Vanilla,3.6,
Initio,Saffron Signature 1894,MEN,2015,Saffron;Bergamot;Aldehydes,Orange Blossom;Patchouli;Nutmeg,Leather;Cedarwood;Tonka Bean,Woody Spicy,4.4,
Mancera,Silk Sillage 1895,MEN,1991,Bergamot;Cardamom;Saffron,Ylang Ylang;Rose;Iris,Leather;Cedarwood;Labdanum,Woody Spicy,3.8,https://images.odora.it/perfumes/mancera-1895.jpg
Montale,Noir Trail 1896,UNISEX,2024,Grapefruit;Neroli;Apple,Iris;Tuberose;Rose,Musk;Cedarwood;Praline,Floral Musk,4.3,
Nishane,Opaline Legend 1897,WOMEN,2024,Cardamom;Lavender;Bergamot,Jasmine;Violet;Cinnamon,Musk;Amber;Sandalwood,Woody Amber,4.0,
Memo Paris,Midnight Sillage 1898,WOMEN,1985,Cardamom;Pear;Neroli,Lavender;Violet;Orange Blossom,Vetiver;Labdanum;Benzoin,Oriental Vanilla,4.9,
Frederic Malle,Amber Trail 1899,WOMEN,2001,Mandarin;Bergamot;Cardamom,Patchouli;Violet;Rose,Incense;Cedarwood;Musk,Green Aromatic,3.6,
Le Labo,Luminous Nectar 1900,UNISEX,2021,Apple;Neroli;Lemon,Violet;Coffee;Tuberose,Amber;Incense;Oud,Aromatic Fougere,3.9,https://images.odora.it/perfumes/le-labo-1900.jpg
Dior,Luminous Trail 1901,UNISEX,2012,Grapefruit;Pear;Mandarin,Ylang Ylang;Coffee;Fig,Sandalwood;Musk;Myrrh,Fresh Citrus,4.0,
Chanel,Intense Whisper 1902,MEN,1993,Apple;Mandarin;Ginger,Geranium;Nutmeg;Rose,Benzoin;Praline;Vetiver,Oriental Vanilla,3.5,
Xerjoff,Eclat Legend 1903,MEN,1988,Apple;Lavender;Juniper Berries,Lavender;Nutmeg;Fig,Incense;Leather;Oakmoss,Green Aromatic,4.7,
Lattafa,Noble Spirit 1904,WOMEN,2024,Neroli;Lavender;Cardamom,Cinnamon;Fig;Cedar,Amber;Tonka Bean;Musk,Aromatic Fougere,4.3,
Amouage,Eclat Essence 1905,UNISEX,2021,Cardamom;Lemon;Saffron,Rose;Orange Blossom;Jasmine,Vanilla;Leather;Oud,Green Aromatic,4.9,https://images.odora.it/perfumes/amouage-1905.jpg
Tom Ford,Luminous Edition 1906,MEN,2001,Grapefruit;Cardamom;Ginger,Geranium;Lavender;Nutmeg,Benzoin;Oakmoss;Vanilla,Oriental Vanilla,4.8,
Guerlain,Royal Bloom 1907,UNISEX,2011,Pear;Saffron;Ginger,Iris;Coffee;Cedar,Cashmeran;Praline;Labdanum,Aromatic Fougere,4.9,
Maison Francis Kurkdjian,Absolu Sillage 1908,WOMEN,1991,Saffron;Ginger;Neroli,Violet;Coffee;Iris,Benzoin;Labdanum;Sandalwood,Floral Musk,3.9,
Diptyque,Saffron Spirit 1909,MEN,1981,Fig Leaf;Pink Pepper;Lavender,Fig;Cedar;Nutmeg,Vanilla;Incense;Labdanum,Aromatic Fougere,3.7,
Byredo,Noir Pulse 1910,WOMEN,1994,Lavender;Saffron;Cardamom,Cedar;Tuberose;Fig,Sandalwood;Oakmoss;Benzoin,Green Aromatic,3.7,https://images.odora.it/perfumes/byredo-1910.jpg
Yves Saint Laurent,Luminous Spirit 1911,MEN,2007,Grapefruit;Mint;Aldehydes,Dates;Violet;Tuberose,Labdanum;Amber;Incense,Citrus Aromatic,4.5,
Acqua di Parma,Absolu Whisper 1912,MEN,2000,Fig Leaf;Neroli;Grapefruit,Lavender;Ylang Ylang;Iris,Oud;Labdanum;Benzoin,Aromatic Fougere,4.2,
Parfums de Marly,Eclat Reserve 1913,UNISEX,2009,Bergamot;Apple;Mandarin,Violet;Lavender;Ylang Ylang,Incense;Cedarwood;Vanilla,Aromatic Fougere,4.1,
Initio,Aura Sillage 1914,UNISEX,2013,Pear;Mint;Fig Leaf,Fig;Cedar;Cinnamon,Incense;Amber;Oud,Amber Gourmand,4.6,
Mancera,Saffron Code 1915,WOMEN,1992,Fig Leaf;Grapefruit;Juniper Berries,Dates;Cinnamon;Geranium,Cedarwood;Praline;Oud,Fresh Citrus,4.3,https://images.odora.it/perfumes/mancera-1915.jpg
Montale,Mystic Essence 1916,WOMEN,1994,Pink Pepper;Cardamom;Mint,Rose;Fig;Cedar,Cashmeran;Labdanum;Vetiver,Floral Woody Musk,3.7,
Nishane,Velvet Elixir 1917,UNISEX,2013,Juniper Berries;Lavender;Aldehydes,Violet;Fig;Lavender,Leather;Vanilla;Vetiver,Floral Woody Musk,4.0,
Memo Paris,Amber Legend 1918,UNISEX,1988,Lavender;Pink Pepper;Saffron,Iris;Dates;Rose,Cashmeran;Benzoin;Vetiver,Citrus Aromatic,4.4,
Frederic Malle,Noble Fusion 1919,UNISEX,1997,Lavender;Bergamot;Saffron,Dates;Orange Blossom;Cedar,Benzoin;Leather;Amber,Floral Musk,4.0,
Le Labo,Luminous Trail 1920,WOMEN,1998,Mandarin;Pear;Lemon,Cedar;Violet;Patchouli,Leather;Praline;Amber,Woody Amber,4.1,https://images.odora.it/perfumes/le-labo-1920.jpg
Dior,Mystic Veil 1921,WOMEN,1987,Mint;Apple;Pear,Coffee;Cinnamon;Nutmeg,Sandalwood;Vanilla;Labdanum,Oriental Vanilla,4.0,
Chanel,Aura Eau de Parfum 1922,MEN,1992,Aldehydes;Cardamom;Saffron,Geranium;Dates;Lavender,Musk;Oakmoss;Tonka Bean,Fresh Citrus,4.1,
Xerjoff,Opaline Veil 1923,MEN,2000,Fig Leaf;Pear;Bergamot,Nutmeg;Patchouli;Geranium,Cashmeran;Labdanum;Vetiver,Aromatic Fougere,3.6,
Lattafa,Zenith Legend 1924,UNISEX,2015,Lemon;Apple;Fig Leaf,Orange Blossom;Patchouli;Dates,Vetiver;Cedarwood;Benzoin,Green Aromatic,4.2,
Amouage,Absolu Fusion 1925,UNISEX,1988,Fig Leaf;Cardamom;Mandarin,Rose;Ylang Ylang;Geranium,Labdanum;Amber;Sandalwood,Green Aromatic,3.8,https://images.odora.it/perfumes/amouage-1925.jpg
Tom Ford,Intense Whisper 1926,MEN,1993,Fig Leaf;Cardamom;Apple,Tuberose;Dates;Rose,Musk;Tonka Bean;Vetiver,Floral Musk,3.9,
Guerlain,Velvet Whisper 1927,WOMEN,2024,Fig Leaf;Apple;Lavender,Cedar;Iris;Violet,Cashmeran;Oud;Incense,Green Aromatic,4.2,
Maison Francis Kurkdjian,Saffron Veil 1928,WOMEN,1983,Ginger;Juniper Berries;Grapefruit,Tuberose;Rose;Dates,Praline;Oud;Cedarwood,Fresh Citrus,4.0,
Diptyque,Intense Eau de Parfum 1929,WOMEN,2019,Grapefruit;Aldehydes;Ginger,Tuberose;Nutmeg;Orange Blossom,Myrrh;Amber;Leather,Woody Amber,3.8,
Byredo,Zenith Bloom 1930,MEN,2019,Lavender;Fig Leaf;Aldehydes,Cinnamon;Jasmine;Ylang Ylang,Vanilla;Oakmoss;Praline,Aromatic Fougere,4.4,https://images.odora.it/perfumes/byredo-1930.jpg
Yves Saint Laurent,Opaline Spirit 1931,MEN,1986,Mint;Saffron;Mandarin,Dates;Rose;Patchouli,Labdanum;Sandalwood;Leather,Amber Gourmand,3.7,
Acqua di Parma,Noir Legend 1932,UNISEX,1988,Pink Pepper;Grapefruit;Fig Leaf,Ylang Ylang;Cinnamon;Dates,Musk;Benzoin;Amber,Floral Musk,4.4,
